f1,fn,fp,m,precision,prediction_file,recall,rule,s,s_aug,siglip_threshold,tn,tp,vote_k
0.9387755102040817,4,17,m010,0.9044943820224719,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s020_sa015_vote2_thr0.668532.json,0.9757575757575757,or,s020,sa015,0.668531655,38,161,2
0.9387755102040817,4,17,m010,0.9044943820224719,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s020_sa018_vote2_thr0.668532.json,0.9757575757575757,or,s020,sa018,0.668531655,38,161,2
0.9387755102040817,4,17,m010,0.9044943820224719,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s020_sa020_vote2_thr0.668532.json,0.9757575757575757,or,s020,sa020,0.668531655,38,161,2
0.93841642228739,5,16,m015,0.9090909090909091,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s020_sa015_vote2_thr0.668532.json,0.9696969696969697,or,s020,sa015,0.668531655,39,160,2
0.93841642228739,5,16,m015,0.9090909090909091,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s020_sa018_vote2_thr0.668532.json,0.9696969696969697,or,s020,sa018,0.668531655,39,160,2
0.93841642228739,5,16,m015,0.9090909090909091,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s020_sa020_vote2_thr0.668532.json,0.9696969696969697,or,s020,sa020,0.668531655,39,160,2
0.9371428571428572,1,21,m010,0.8864864864864865,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s015_sa020_vote1_thr0.668532.json,0.9939393939393939,or,s015,sa020,0.668531655,34,164,1
0.9371428571428572,1,21,m010,0.8864864864864865,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s018_sa020_vote1_thr0.668532.json,0.9939393939393939,or,s018,sa020,0.668531655,34,164,1
0.9371428571428572,1,21,m010,0.8864864864864865,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s020_sa015_vote1_thr0.668532.json,0.9939393939393939,or,s020,sa015,0.668531655,34,164,1
0.9371428571428572,1,21,m010,0.8864864864864865,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s020_sa018_vote1_thr0.668532.json,0.9939393939393939,or,s020,sa018,0.668531655,34,164,1
0.9367816091954023,2,20,m015,0.8907103825136612,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s020_sa020_vote1_thr0.668532.json,0.9878787878787879,or,s020,sa020,0.668531655,35,163,1
0.9364161849710984,3,19,m010,0.8950276243093923,,0.9818181818181818,yolo_only,s020,sa020,,36,162,1
0.9344729344729346,1,22,m010,0.8817204301075269,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s015_sa015_vote1_thr0.668532.json,0.9939393939393939,or,s015,sa015,0.668531655,33,164,1
0.9344729344729346,1,22,m010,0.8817204301075269,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s015_sa018_vote1_thr0.668532.json,0.9939393939393939,or,s015,sa018,0.668531655,33,164,1
0.9344729344729346,1,22,m010,0.8817204301075269,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s018_sa015_vote1_thr0.668532.json,0.9939393939393939,or,s018,sa015,0.668531655,33,164,1
0.9344729344729346,1,22,m010,0.8817204301075269,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s018_sa018_vote1_thr0.668532.json,0.9939393939393939,or,s018,sa018,0.668531655,33,164,1
0.9340974212034384,2,21,m015,0.8858695652173914,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s015_sa020_vote1_thr0.668532.json,0.9878787878787879,or,s015,sa020,0.668531655,34,163,1
0.9340974212034384,2,21,m015,0.8858695652173914,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s018_sa020_vote1_thr0.668532.json,0.9878787878787879,or,s018,sa020,0.668531655,34,163,1
0.9340974212034384,2,21,m015,0.8858695652173914,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s020_sa015_vote1_thr0.668532.json,0.9878787878787879,or,s020,sa015,0.668531655,34,163,1
0.9340974212034384,2,21,m015,0.8858695652173914,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s020_sa018_vote1_thr0.668532.json,0.9878787878787879,or,s020,sa018,0.668531655,34,163,1
0.9337175792507204,3,20,m010,0.8901098901098901,,0.9818181818181818,yolo_only,s015,sa020,,35,162,1
0.9337175792507204,3,20,m010,0.8901098901098901,,0.9818181818181818,yolo_only,s018,sa020,,35,162,1
0.9337175792507204,3,20,m010,0.8901098901098901,,0.9818181818181818,yolo_only,s020,sa015,,35,162,1
0.9337175792507204,3,20,m010,0.8901098901098901,,0.9818181818181818,yolo_only,s020,sa018,,35,162,1
0.9337175792507204,3,20,m015,0.8901098901098901,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s015_sa015_vote3_thr0.339716.json,0.9818181818181818,or,s015,sa015,0.339716225,35,162,3
0.9337175792507204,3,20,m015,0.8901098901098901,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s015_sa018_vote3_thr0.339716.json,0.9818181818181818,or,s015,sa018,0.339716225,35,162,3
0.9337175792507204,3,20,m015,0.8901098901098901,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s015_sa020_vote3_thr0.339716.json,0.9818181818181818,or,s015,sa020,0.339716225,35,162,3
0.9337175792507204,3,20,m015,0.8901098901098901,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s018_sa015_vote3_thr0.339716.json,0.9818181818181818,or,s018,sa015,0.339716225,35,162,3
0.9337175792507204,3,20,m015,0.8901098901098901,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s018_sa018_vote3_thr0.339716.json,0.9818181818181818,or,s018,sa018,0.339716225,35,162,3
0.9337175792507204,3,20,m015,0.8901098901098901,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s018_sa020_vote3_thr0.339716.json,0.9818181818181818,or,s018,sa020,0.339716225,35,162,3
0.9337175792507204,3,20,m015,0.8901098901098901,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s020_sa015_vote3_thr0.339716.json,0.9818181818181818,or,s020,sa015,0.339716225,35,162,3
0.9337175792507204,3,20,m015,0.8901098901098901,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s020_sa018_vote3_thr0.339716.json,0.9818181818181818,or,s020,sa018,0.339716225,35,162,3
0.9337175792507204,3,20,m015,0.8901098901098901,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s020_sa020_vote3_thr0.339716.json,0.9818181818181818,or,s020,sa020,0.339716225,35,162,3
0.9320987654320988,14,8,m010,0.949685534591195,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s015_sa015_vote2_thr0.260592.json,0.9151515151515152,and,s015,sa015,0.260591805,47,151,2
0.9320987654320988,14,8,m010,0.949685534591195,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s015_sa018_vote2_thr0.260592.json,0.9151515151515152,and,s015,sa018,0.260591805,47,151,2
0.9314285714285714,2,22,m015,0.8810810810810811,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s015_sa015_vote1_thr0.668532.json,0.9878787878787879,or,s015,sa015,0.668531655,33,163,1
0.9314285714285714,2,22,m015,0.8810810810810811,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s015_sa018_vote1_thr0.668532.json,0.9878787878787879,or,s015,sa018,0.668531655,33,163,1
0.9314285714285714,2,22,m015,0.8810810810810811,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s018_sa015_vote1_thr0.668532.json,0.9878787878787879,or,s018,sa015,0.668531655,33,163,1
0.9314285714285714,2,22,m015,0.8810810810810811,C:\AI\fire_detection\outputs\val_pred_search_or_m015_s018_sa018_vote1_thr0.668532.json,0.9878787878787879,or,s018,sa018,0.668531655,33,163,1
0.9310344827586207,3,21,m010,0.8852459016393442,,0.9818181818181818,yolo_only,s015,sa015,,34,162,1
0.9310344827586207,3,21,m010,0.8852459016393442,,0.9818181818181818,yolo_only,s015,sa018,,34,162,1
0.9310344827586207,3,21,m010,0.8852459016393442,,0.9818181818181818,yolo_only,s018,sa015,,34,162,1
0.9310344827586207,3,21,m010,0.8852459016393442,,0.9818181818181818,yolo_only,s018,sa018,,34,162,1
0.930635838150289,4,20,m015,0.8895027624309392,,0.9757575757575757,yolo_only,s020,sa015,,35,161,1
0.930635838150289,4,20,m015,0.8895027624309392,,0.9757575757575757,yolo_only,s020,sa018,,35,161,1
0.9302325581395349,5,19,m015,0.8938547486033519,,0.9696969696969697,yolo_only,s020,sa020,,36,160,1
0.9287925696594428,15,8,m010,0.9493670886075949,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s015_sa020_vote2_thr0.260592.json,0.9090909090909091,and,s015,sa020,0.260591805,47,150,2
0.9283667621776505,3,22,m010,0.8804347826086957,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s015_sa015_vote3_thr0.339716.json,0.9818181818181818,or,s015,sa015,0.339716225,33,162,3
0.9283667621776505,3,22,m010,0.8804347826086957,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s015_sa018_vote3_thr0.339716.json,0.9818181818181818,or,s015,sa018,0.339716225,33,162,3
0.9283667621776505,3,22,m010,0.8804347826086957,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s015_sa020_vote3_thr0.339716.json,0.9818181818181818,or,s015,sa020,0.339716225,33,162,3
0.9283667621776505,3,22,m010,0.8804347826086957,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s018_sa015_vote3_thr0.339716.json,0.9818181818181818,or,s018,sa015,0.339716225,33,162,3
0.9283667621776505,3,22,m010,0.8804347826086957,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s018_sa018_vote3_thr0.339716.json,0.9818181818181818,or,s018,sa018,0.339716225,33,162,3
0.9283667621776505,3,22,m010,0.8804347826086957,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s018_sa020_vote3_thr0.339716.json,0.9818181818181818,or,s018,sa020,0.339716225,33,162,3
0.9283667621776505,3,22,m010,0.8804347826086957,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s020_sa015_vote3_thr0.339716.json,0.9818181818181818,or,s020,sa015,0.339716225,33,162,3
0.9283667621776505,3,22,m010,0.8804347826086957,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s020_sa018_vote3_thr0.339716.json,0.9818181818181818,or,s020,sa018,0.339716225,33,162,3
0.9283667621776505,3,22,m010,0.8804347826086957,C:\AI\fire_detection\outputs\val_pred_search_or_m010_s020_sa020_vote3_thr0.339716.json,0.9818181818181818,or,s020,sa020,0.339716225,33,162,3
0.9279538904899136,4,21,m015,0.8846153846153846,,0.9757575757575757,yolo_only,s015,sa015,,34,161,1
0.9279538904899136,4,21,m015,0.8846153846153846,,0.9757575757575757,yolo_only,s015,sa018,,34,161,1
0.9279538904899136,4,21,m015,0.8846153846153846,,0.9757575757575757,yolo_only,s018,sa015,,34,161,1
0.9279538904899136,4,21,m015,0.8846153846153846,,0.9757575757575757,yolo_only,s018,sa018,,34,161,1
0.927536231884058,5,20,m015,0.8888888888888888,,0.9696969696969697,yolo_only,s015,sa020,,35,160,1
0.927536231884058,5,20,m015,0.8888888888888888,,0.9696969696969697,yolo_only,s018,sa020,,35,160,1
0.9254658385093169,16,8,m010,0.9490445859872612,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s018_sa015_vote2_thr0.260592.json,0.9030303030303031,and,s018,sa015,0.260591805,47,149,2
0.9254658385093169,16,8,m010,0.9490445859872612,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s018_sa018_vote2_thr0.260592.json,0.9030303030303031,and,s018,sa018,0.260591805,47,149,2
0.9254658385093169,16,8,m010,0.9490445859872612,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s020_sa015_vote2_thr0.260592.json,0.9030303030303031,and,s020,sa015,0.260591805,47,149,2
0.9254658385093169,16,8,m010,0.9490445859872612,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s020_sa018_vote2_thr0.260592.json,0.9030303030303031,and,s020,sa018,0.260591805,47,149,2
0.9249999999999999,17,7,m015,0.9548387096774194,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s015_sa015_vote2_thr0.260592.json,0.896969696969697,and,s015,sa015,0.260591805,48,148,2
0.9249999999999999,17,7,m015,0.9548387096774194,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s015_sa018_vote2_thr0.260592.json,0.896969696969697,and,s015,sa018,0.260591805,48,148,2
0.9249999999999999,17,7,m015,0.9548387096774194,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s015_sa020_vote2_thr0.260592.json,0.896969696969697,and,s015,sa020,0.260591805,48,148,2
0.9221556886227545,11,15,m010,0.9112426035502958,,0.9333333333333333,yolo_only,s015,sa015,,40,154,2
0.9221556886227545,11,15,m010,0.9112426035502958,,0.9333333333333333,yolo_only,s015,sa018,,40,154,2
0.9221183800623053,17,8,m010,0.9487179487179487,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s018_sa020_vote2_thr0.260592.json,0.896969696969697,and,s018,sa020,0.260591805,47,148,2
0.9221183800623053,17,8,m010,0.9487179487179487,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s020_sa020_vote2_thr0.260592.json,0.896969696969697,and,s020,sa020,0.260591805,47,148,2
0.918918918918919,12,15,m010,0.9107142857142857,,0.9272727272727272,yolo_only,s015,sa020,,40,153,2
0.9182389937106918,19,7,m015,0.954248366013072,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s018_sa015_vote2_thr0.260592.json,0.8848484848484849,and,s018,sa015,0.260591805,48,146,2
0.9182389937106918,19,7,m015,0.954248366013072,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s018_sa018_vote2_thr0.260592.json,0.8848484848484849,and,s018,sa018,0.260591805,48,146,2
0.9182389937106918,19,7,m015,0.954248366013072,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s018_sa020_vote2_thr0.260592.json,0.8848484848484849,and,s018,sa020,0.260591805,48,146,2
0.9182389937106918,19,7,m015,0.954248366013072,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s020_sa015_vote2_thr0.260592.json,0.8848484848484849,and,s020,sa015,0.260591805,48,146,2
0.9182389937106918,19,7,m015,0.954248366013072,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s020_sa018_vote2_thr0.260592.json,0.8848484848484849,and,s020,sa018,0.260591805,48,146,2
0.9182389937106918,19,7,m015,0.954248366013072,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s020_sa020_vote2_thr0.260592.json,0.8848484848484849,and,s020,sa020,0.260591805,48,146,2
0.9156626506024097,13,15,m010,0.9101796407185628,,0.9212121212121213,yolo_only,s018,sa015,,40,152,2
0.9156626506024097,13,15,m010,0.9101796407185628,,0.9212121212121213,yolo_only,s018,sa018,,40,152,2
0.9123867069486404,14,15,m010,0.9096385542168675,,0.9151515151515152,yolo_only,s018,sa020,,40,151,2
0.9123867069486404,14,15,m010,0.9096385542168675,,0.9151515151515152,yolo_only,s020,sa015,,40,151,2
0.9123867069486404,14,15,m010,0.9096385542168675,,0.9151515151515152,yolo_only,s020,sa018,,40,151,2
0.9118541033434651,15,14,m015,0.9146341463414634,,0.9090909090909091,yolo_only,s015,sa015,,41,150,2
0.9118541033434651,15,14,m015,0.9146341463414634,,0.9090909090909091,yolo_only,s015,sa018,,41,150,2
0.9118541033434651,15,14,m015,0.9146341463414634,,0.9090909090909091,yolo_only,s015,sa020,,41,150,2
0.9090909090909091,15,15,m010,0.9090909090909091,,0.9090909090909091,yolo_only,s020,sa020,,40,150,2
0.9051987767584097,17,14,m015,0.9135802469135802,,0.896969696969697,yolo_only,s018,sa015,,41,148,2
0.9051987767584097,17,14,m015,0.9135802469135802,,0.896969696969697,yolo_only,s018,sa018,,41,148,2
0.9051987767584097,17,14,m015,0.9135802469135802,,0.896969696969697,yolo_only,s018,sa020,,41,148,2
0.901840490797546,18,14,m015,0.9130434782608695,,0.8909090909090909,yolo_only,s020,sa015,,41,147,2
0.901840490797546,18,14,m015,0.9130434782608695,,0.8909090909090909,yolo_only,s020,sa018,,41,147,2
0.901840490797546,18,14,m015,0.9130434782608695,,0.8909090909090909,yolo_only,s020,sa020,,41,147,2
0.8750000000000001,32,6,m010,0.9568345323741008,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s015_sa015_vote3_thr0.260592.json,0.806060606060606,and,s015,sa015,0.260591805,49,133,3
0.8750000000000001,32,6,m010,0.9568345323741008,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s018_sa015_vote3_thr0.260592.json,0.806060606060606,and,s018,sa015,0.260591805,49,133,3
0.8712871287128713,33,6,m010,0.9565217391304348,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s015_sa018_vote3_thr0.260592.json,0.8,and,s015,sa018,0.260591805,49,132,3
0.8712871287128713,33,6,m010,0.9565217391304348,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s015_sa020_vote3_thr0.260592.json,0.8,and,s015,sa020,0.260591805,49,132,3
0.8712871287128713,33,6,m010,0.9565217391304348,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s018_sa018_vote3_thr0.260592.json,0.8,and,s018,sa018,0.260591805,49,132,3
0.8712871287128713,33,6,m010,0.9565217391304348,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s018_sa020_vote3_thr0.260592.json,0.8,and,s018,sa020,0.260591805,49,132,3
0.8712871287128713,33,6,m015,0.9565217391304348,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s015_sa015_vote3_thr0.241739.json,0.8,and,s015,sa015,0.24173914,49,132,3
0.8712871287128713,33,6,m015,0.9565217391304348,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s018_sa015_vote3_thr0.241739.json,0.8,and,s018,sa015,0.24173914,49,132,3
0.8675496688741723,34,6,m010,0.9562043795620438,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s020_sa015_vote3_thr0.260592.json,0.793939393939394,and,s020,sa015,0.260591805,49,131,3
0.8675496688741723,34,6,m015,0.9562043795620438,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s015_sa018_vote3_thr0.241739.json,0.793939393939394,and,s015,sa018,0.24173914,49,131,3
0.8675496688741723,34,6,m015,0.9562043795620438,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s015_sa020_vote3_thr0.241739.json,0.793939393939394,and,s015,sa020,0.24173914,49,131,3
0.8675496688741723,34,6,m015,0.9562043795620438,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s018_sa018_vote3_thr0.241739.json,0.793939393939394,and,s018,sa018,0.24173914,49,131,3
0.8675496688741723,34,6,m015,0.9562043795620438,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s018_sa020_vote3_thr0.241739.json,0.793939393939394,and,s018,sa020,0.24173914,49,131,3
0.8637873754152825,35,6,m010,0.9558823529411765,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s020_sa018_vote3_thr0.260592.json,0.7878787878787878,and,s020,sa018,0.260591805,49,130,3
0.8637873754152825,35,6,m010,0.9558823529411765,C:\AI\fire_detection\outputs\val_pred_search_and_m010_s020_sa020_vote3_thr0.260592.json,0.7878787878787878,and,s020,sa020,0.260591805,49,130,3
0.8637873754152825,35,6,m015,0.9558823529411765,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s020_sa015_vote3_thr0.241739.json,0.7878787878787878,and,s020,sa015,0.24173914,49,130,3
0.8636363636363636,32,10,m015,0.9300699300699301,,0.806060606060606,yolo_only,s015,sa015,,45,133,3
0.8636363636363636,32,10,m015,0.9300699300699301,,0.806060606060606,yolo_only,s018,sa015,,45,133,3
0.8617363344051447,31,12,m010,0.9178082191780822,,0.8121212121212121,yolo_only,s015,sa015,,43,134,3
0.8617363344051447,31,12,m010,0.9178082191780822,,0.8121212121212121,yolo_only,s018,sa015,,43,134,3
0.86,36,6,m015,0.9555555555555556,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s020_sa018_vote3_thr0.241739.json,0.7818181818181819,and,s020,sa018,0.24173914,49,129,3
0.86,36,6,m015,0.9555555555555556,C:\AI\fire_detection\outputs\val_pred_search_and_m015_s020_sa020_vote3_thr0.241739.json,0.7818181818181819,and,s020,sa020,0.24173914,49,129,3
0.8599348534201955,33,10,m015,0.9295774647887324,,0.8,yolo_only,s015,sa018,,45,132,3
0.8599348534201955,33,10,m015,0.9295774647887324,,0.8,yolo_only,s015,sa020,,45,132,3
0.8599348534201955,33,10,m015,0.9295774647887324,,0.8,yolo_only,s018,sa018,,45,132,3
0.8599348534201955,33,10,m015,0.9295774647887324,,0.8,yolo_only,s018,sa020,,45,132,3
0.8580645161290322,32,12,m010,0.9172413793103448,,0.806060606060606,yolo_only,s015,sa018,,43,133,3
0.8580645161290322,32,12,m010,0.9172413793103448,,0.806060606060606,yolo_only,s015,sa020,,43,133,3
0.8580645161290322,32,12,m010,0.9172413793103448,,0.806060606060606,yolo_only,s018,sa018,,43,133,3
0.8580645161290322,32,12,m010,0.9172413793103448,,0.806060606060606,yolo_only,s018,sa020,,43,133,3
0.8562091503267973,34,10,m015,0.9290780141843972,,0.793939393939394,yolo_only,s020,sa015,,45,131,3
0.854368932038835,33,12,m010,0.9166666666666666,,0.8,yolo_only,s020,sa015,,43,132,3
0.8524590163934426,35,10,m015,0.9285714285714286,,0.7878787878787878,yolo_only,s020,sa018,,45,130,3
0.8524590163934426,35,10,m015,0.9285714285714286,,0.7878787878787878,yolo_only,s020,sa020,,45,130,3
